-55461,-90265,24239,-86787,3805.7,50376,-82862,49013,26096,26344,-41179,49330,27406,-94283,-1.2707e+05,-29337,28348,-25073,-65555,-8001,96714,45653,38026,-82222,89656,-50443,-44941,-21376,1588.6,-82311,97605,11165,-13036,-72376,-65255,-2458.8,-1.484e+05,38499,48280,54039,69594,54587,-72498,63754,-1050.8,3775.5,-51087,-63103,13600,68747,39944,-1.0645e+05,-19344,2823.4,-2455.8,-1.2284e+05,81076,-20974,-77524,11301,-42848,33050,49603,60199,55880,-78119,33053,-4314.2,45097,-1.1565e+05,51740,-46279,-34630,-35129,-47421,29679,34979,44372,-81744,1.0935e+05,83730,65833,-4051.9,-44690,87600,33996,9398.9,9.6792e+05,12923,-98247,-5408.4,15526,-45030,14288,1.1664e+05,40827,7765.1,-22835,-45191,-84395,-47449,-1.1883e+05,-32879,1.0728e+05,-14116,-20901,-16761,17664,-5546.5,93459,4685.2,-25620,3476.8,-10088,29791,70929,-11605,-20128,48418,-96773,-58688,-94599,31060,76516,-58229,-36014,49236,-78031,-44620,1795.3,30460,30369,-1450.1,45181,-26144,-3815.1,57725,-1.1496e+05,34453,-55767,64500,19928,37888,53062,-43482,-10752,49817,-28405,51848,37086,-48453,10739,-5959.8,-81211,28724,9558.3,44484,-4352.1,7709.9,-12348,52462,19497,-37238,-15414,25992,70105,1.0534e+05,-25141,-28018,10966,42300,1.0659e+05,57981,28511,43227,31688,-15922,-47667,62405,10404,31044,-76572,-63566,11888,-55946,51082,-29212,-28472,-53403,17278,-11554,2315,18032,37817,-23541,16766,-28240,43829,-17674,6971.2,-1892.3,77625,-42699,44916,11803,-83647,768.44,-13184,55292,-1.218e+05,62485,-26725,34879,9937.8,42407,47261,-31380,25837,-36641,-72931,2035.3,39067,78884,86446,13203,-19669,26159,37637,31773,12655,59002,-9544.7,-27426,-10119,-96738,-79669,-80100,-22619,-48184,-23046,51948,-6378.5,89334,61475,-1901.8,1.3663e+05,-78877,-6463.4,-13087,50391,32882,13410,-3348,-77685,-19793,39131,79581,96207,-1.3144e+05,13165,-67215,82459,-1.2598e+05,-32931,-1.1221e+05,59766,-1.271e+05,69780,-32558,-36094,65917,-2339.5,8572.1,19710,-27852,-24142,-49052,28808,-73022,-41323,48338,9102.8,64865,32916,47655,-22564,26654,47404,-30068
-63846,90639,-48082,-95469,12.001,62248,40317,-20609,26895,-62705,3452.2,48022,-1.1888e+05,-36005,-10578,11088,-49491,23247,25115,88966,1.5643e+05,-63716,15983,29266,9839,54404,14041,-15975,24208,-50318,-29357,87693,86349,-20796,-60471,-5164.1,-43371,-65353,55894,24612,34454,-1.0407e+05,25103,55705,38363,-27018,-7678.9,-38292,-24099,31104,-1.0427e+05,15139,-42988,9736.3,42529,-22886,9504.7,71816,-28021,-39875,-10431,16862,-13355,5725.5,-7203.6,-1.3064e+05,-93899,19763,-43843,32897,-207.23,-14161,1.0963e+05,68796,71264,4208.8,-21974,-50133,1.4959e+05,-29941,10235,-37325,3642.5,-40199,-1.0038e+05,-83841,26257,12923,9.8274e+05,-92628,30929,1.2619e+05,-23583,-27950,28013,-8440.2,-55056,-7966.9,5914.5,29881,1.084e+05,46419,-35596,3180.4,25850,1.0147e+05,-31638,-41799,98829,-62034,15678,14995,-14797,-45445,-14706,23001,55096,54141,8295.6,-24772,1.1638e+05,27985,35894,-52036,93025,61679,-1.0966e+05,-39575,61491,-31209,75200,-37140,58326,-67673,21585,-80822,-71889,-1.1249e+05,-34991,-42280,25935,32218,1.9792e+05,-23110,-8304.8,38536,21342,-18655,-68678,-40715,26164,1.018e+05,-89142,-44465,-7390.1,21645,-83100,17732,-3839.1,9168.9,-30099,1.0222e+05,12921,7275.5,52489,-92085,75891,11216,-10345,-1.1169e+05,25126,1746.3,26030,17480,-86269,-37024,8984.4,-1.4165e+05,25032,-43441,11590,33070,-6000.9,12520,-1.0822e+05,12980,61203,17271,13909,-81792,91067,80963,-50410,-77403,-4195.7,-6508.2,1.4609e+05,-16969,45538,19101,-17738,-85445,37004,58065,397.56,46497,44177,49648,-1.0374e+05,-37567,-35013,-68751,-21125,-35672,-24066,-65500,43456,-1.0933e+05,14679,-51027,78332,37486,-24052,-22274,-75557,-6274.8,-15871,68218,53767,7722.1,31101,-39260,-48011,42658,-36105,-71325,-53608,98645,19884,-42712,-44803,96369,82640,65983,-98483,-11342,-29702,-12042,82353,79826,-96576,-10621,-61794,-74492,-26207,34862,2301.7,-1.8716e+05,26208,71368,-12965,-10867,-8289.9,-52706,-33094,19440,90645,-40609,79387,-2829.8,-6490.5,-54087,92592,18213,42941,62946,41762,22047,-75516,-1.0229e+05,30046,-20067,-43918,9072.9,32113,1.2012e+05,36672,10423,43452
41850,70581,8221.2,61239,82975,-25633,-89939,60801,-26782,7629.5,56256,-1.1271e+05,-17889,-50365,42769,-14663,1.1255e+05,12971,41698,1.1357e+05,11127,-93895,-92618,41031,6921.8,-22316,25979,-46575,93526,-79158,21918,25270,77765,-57742,-9638.5,1786,-53754,-1.3513e+05,-9969,30258,73731,-31297,41861,35108,70406,-1.1597e+05,76385,30445,-1154.7,-99454,40084,-2549,35859,44000,6895.9,43841,-38092,-55238,-48205,43365,99794,-38165,-3217.4,-95600,-60766,-93266,-19511,-36975,24490,-45923,-24311,-1.1581e+05,41338,39730,43704,-50269,38318,50252,-49747,-29296,-99987,75078,1.0671e+05,62371,-63499,52096,-17722,-98247,-92628,1.1041e+06,-45701,1.0143e+05,-44807,-1.0476e+05,-1.1361e+05,-56612,-71671,-24354,63177,-62869,13860,-27392,-5030.2,-1.4481e+05,84733,-48375,75543,-29476,51653,-76432,-13458,-18810,42535,78754,-44913,-36112,-8441.4,16056,7930.5,4024.1,-3188.5,55267,958.23,1518.5,3157.5,-1.8717e+05,42221,-15590,-18009,-1.3261e+05,-87857,-8673.5,36488,-54985,-73244,-26146,-10066,61617,-6927,60866,-52531,-9564.6,18602,32443,39035,-63021,69383,-42250,40377,-37314,65214,-22171,1.3167e+05,-41856,-11842,-27614,-3726.4,-52484,77081,29825,-15752,39388,-24005,3856.8,-71626,13391,-2.151e+05,-23789,-47934,1.65e+05,-38030,1.0588e+05,-72419,-21845,-23153,26819,-45713,65023,-65306,-28612,-25675,-85113,-13299,-54057,66830,-33945,-3198.8,31141,-79636,88890,4863.5,-9828.9,1.3068e+05,63988,26213,-3565.1,-95325,38631,16466,16488,83124,-42601,26359,-26488,12169,43009,37458,-42154,25163,-10394,-42383,1.295e+05,1.1791e+05,17184,-10172,-1.046e+05,-76264,-55389,16124,1.9199e+05,-81376,-47772,-68019,-76958,14646,-27602,-61307,1.2412e+05,-43052,-5044.4,-57587,-59226,40008,66455,-99692,-5800,1.4247e+05,-40758,-1.0097e+05,-1.0191e+05,39338,33157,-23841,-80517,49495,-1.0087e+05,-67444,-8113.3,-18036,18278,-80906,-74840,-73198,20694,41955,-51524,-1.0572e+05,2939.8,28189,-56319,-14604,1782.4,-80203,56911,-35850,84060,90102,-1.4394e+05,1.3225e+05,-39978,1.2472e+05,59280,-1.0986e+05,24244,18552,-41023,77362,-24204,-82215,42224,65821,-4668.7,1.0473e+05,79517,-1.356e+05,-1.4557e+05,1.0618e+05,-95971,-42064
-33635,-59395,17760,-84460,-3508.5,15813,10064,22128,-25058,1.1983e+05,6025.3,82644,-45530,21530,51521,81883,-12173,-54800,-11507,-1.1141e+05,-20602,73284,45386,25238,70903,58001,60582,23302,72401,-3736.1,-51030,1.3004e+05,-16288,32945,72649,64229,-16500,-37981,-68909,1.5398e+05,-18184,14736,24074,-4060.2,55641,24681,1.0239e+05,78449,-88800,3992.8,16095,27480,78838,31390,-68231,1963.8,-57731,81418,-3133.9,10543,43494,56691,9684,-1.0404e+05,4985.2,5001.8,971.23,-76313,28074,-29402,31257,74643,-82889,-31128,-24586,1686.1,-11316,-43756,28806,-66566,-1.262e+05,41943,4314.3,8659.4,-64568,94825,92321,-5408.4,30929,-45701,9.5163e+05,87404,-13676,29562,-49578,57005,36770,44606,98345,2312.1,30001,-89195,88139,-38788,-21914,-2548.7,-30015,-59506,-53944,-38752,-40598,-62228,-60190,422.99,7628.1,50632,2749.3,15192,43434,47288,-57652,20086,62013,55595,-42992,26420,-10964,52151,-1.3627e+05,43818,68153,5240.5,-12214,-42783,-53767,-37109,-1.2654e+05,13837,-36154,-3801.1,40567,-11155,25195,47854,-19140,7275.3,-8195,36379,-65246,23775,-55761,-1387.5,-77422,-94717,-13875,93083,-1.5528e+05,-1.3144e+05,-16853,-1.4135e+05,-79908,-61904,85693,-2246.6,31728,-96447,-8521.4,43122,-48801,-27797,1.0395e+05,-27261,4267,-17919,-38386,-22541,85292,15663,72357,-56706,-35217,17851,-39197,-5903.8,-24885,59149,48397,11037,1.0849e+05,1.0206e+05,48852,7301.8,-1556.6,-39674,-4745.1,28180,59112,-97264,85193,52191,-1.605e+05,-73379,59337,-79012,1.5688e+05,64482,-16474,82247,36570,54530,33428,-10915,-58229,-25219,-20883,-1.0028e+05,8108.7,-71115,561.94,-49863,-46602,-1.9252e+05,-1.0767e+05,-1.3144e+05,84398,-45919,-49584,62473,-6871.6,-50859,-91338,-1.1632e+05,-13138,20260,-81012,50610,50615,36753,-37836,-24717,-78672,-35975,-1435.1,-10941,-1998.6,64307,52266,52115,1.4066e+05,52629,-8168.7,64806,-40181,-23369,51933,79469,30786,71113,-20951,21233,-84743,54514,-45805,-36823,77747,-22550,-53836,-83999,806.22,-21313,-54332,27997,33418,6631.6,67360,64238,-29666,41057,-25924,7988.7,1.238e+05,41548,-41516,-1.4606e+05,48026,44380,82784,-33179,-79489
-52033,1.6287e+05,-1725.2,-61785,-66321,-25113,13200,1.0257e+05,-29922,81934,-35314,-51051,-32350,-1790.3,89164,-62438,20888,20705,-1310.2,-3941.2,-69361,-31386,-69635,40036,3008.3,-18460,26810,59551,60413,1572.4,-38524,8886.6,-84259,10290,-92345,590.55,-2024,10306,4571.8,40147,-50749,34905,-10397,95903,22677,16396,1.7525e+05,27315,-63928,52048,47170,64.421,6860.3,18390,55628,-5387.9,83402,-3594.6,8235.3,78451,-1.122e+05,-43654,-1.1483e+05,6740.8,-4017,44603,-13007,19869,67243,-53653,52410,-71239,-30460,-30929,-23089,-19578,51934,57957,35802,-10314,-45002,-62177,53428,-84166,-46890,-14105,-1.2427e+05,15526,1.2619e+05,1.0143e+05,87404,9.2647e+05,-8128.7,-74196,-43478,54079,3163.9,25293,-29991,-19875,-2347.8,41821,-85097,32804,-24989,62475,-65336,-1.3088e+05,-67467,-91150,41347,76800,-3332.2,-4465.2,16705,16972,45940,-67194,14865,66219,13903,-85164,1.1494e+05,-44943,47041,7117,-32253,-53422,27433,-81392,17665,38124,1.0071e+05,-63573,-40461,-52755,53135,36757,96273,27354,72227,-13294,-14811,-26850,-43736,1.3848,-8133.3,46804,-12984,-15853,-1.1453e+05,5290.6,-1.1635e+05,-20774,48523,18773,-21434,-64944,19419,78307,-553.41,-96541,-64375,-1.1006e+05,2645.9,42914,-83627,81572,57158,-13248,-28524,-5024.6,-69275,11878,3456.2,1.5116e+05,-5433.3,-20980,-24190,-11644,-1191.3,9173.5,-30556,41267,30910,-10782,29029,42572,8729.6,-12326,57635,49904,30448,28134,-63473,-9563,1260.9,-2753,32177,-286.75,-3412.8,-1.0255e+05,-15310,11748,-10609,72717,28187,-26337,36872,-49767,-66035,23565,72687,-15657,23796,-44514,39762,-95889,28660,19436,49738,-27974,21572,9131,9971.4,13801,-92721,-4999.1,-18884,28719,-39077,-14529,-28353,62964,-1.2073e+05,-34648,36753,23003,-33217,-16639,17379,-14456,-9899.1,-2362,9928.2,-71184,72919,88401,-36519,9397.3,-69301,1.2401e+05,-1.0448e+05,-9963.6,74978,4539.9,704.79,-46942,-93543,29028,96702,24296,-1.4e+05,60033,-16016,-65333,-1.0981e+05,-1.2246e+05,59733,1.0794e+05,40492,-697.66,11100,-51187,-58677,-33846,-36574,-43507,-83352,-33424,72604,1.4672e+05,43586,-80846,25535,29613,-4714.9,-12938,-50984
34105,34583,1690.7,-81951,-1.0784e+05,-4745.1,681.85,26821,4827.8,39856,404.98,-35586,57306,44110,-44158,9531.2,-1.034e+05,32316,30775,-92550,-90314,39708,-12621,2516.9,55441,-11328,2817.9,6738.6,-6999.1,70540,-49688,-34918,21795,-63151,-4687.1,50210,12572,-78934,-43078,31659,1.1831e+05,-1.1609e+05,18511,15964,44048,-467.03,-5208.7,21112,48307,-23236,-63033,-29666,57782,48621,32826,-91322,-17445,94418,20130,-25071,-3723.8,71163,37420,49872,77603,43617,-21864,2601.6,33773,1.101e+05,14525,-20637,41511,22753,31778,-47947,32143,-41144,-20648,1.4231e+05,73145,76083,13770,-11536,-98072,1.0737e+05,27223,-45030,-23583,-44807,-13676,-8128.7,9.8471e+05,82683,40835,-15443,23721,53763,-63890,25475,30041,28375,17975,-42840,11363,-94584,-3097.4,16777,-15384,20354,1801.4,-13239,-3552.6,2050.9,-30548,-69258,56856,16102,31793,39882,-25233,91172,1122.6,-9014.2,33156,22912,97380,32917,-64308,15311,-71839,29730,-1.5814e+05,57324,43947,-1.0543e+05,-36771,2283.4,20729,-2917.5,-3902.1,-34882,5568.4,-57841,69221,-5372.9,50223,-56682,-4894.8,-26986,98941,56388,-22720,-20038,44959,-2412.5,-89214,-1.123e+05,58354,-47045,-54847,5167.4,-98263,23379,-97705,-74592,-44151,53964,-57074,38073,397.08,-84774,-25158,53221,-67781,-24966,-25657,-54103,20770,23403,64199,-55395,-35048,16030,-16063,8242.7,-52549,-84567,42950,38597,53186,-1.1502e+05,-16021,-1.2118e+05,59923,34003,-2525.5,48771,-1.2021e+05,-49168,-96113,20691,-8956.3,-33140,-1.2673e+05,40582,-19451,7696.6,-57249,24905,55797,1.7664e+05,-50477,51326,-9866.8,19528,-53710,45526,56777,-71414,-78539,-13503,52802,4623.2,1.8154e+05,91623,11856,-9237.9,10321,3329.8,44793,-33764,-28897,1.2253e+05,52276,-1.1463e+05,43302,87396,-1.1569e+05,-70227,-83971,-35903,65761,-30496,51501,27205,-21112,-17934,-73532,-74704,14340,6845,77931,2246.5,9166.5,-1.3847e+05,29434,24398,-28929,32656,69491,2558.8,165.06,36105,-90088,23575,65120,-73812,-64150,1.1591e+05,-31081,-81087,-1.0992e+05,5833.4,1.0213e+05,-31012,-62962,15870,90267,-38178,-22994,19361,20102,88539,1.3352e+05,57215,-82277,-76464,18049
-1.3314e+05,-6727.5,20772,-8504.9,-55625,8175.2,85976,-6777.5,23178,-47646,-65026,-27674,46561,1.1043e+05,19052,-1.0712e+05,-0.87011,52073,87993,-18569,-39964,-81365,-2772.7,-32084,1.217e+05,27824,1.4459e+05,49972,56794,-38597,55120,-84238,896.66,84505,-36696,-73985,84822,83662,-48565,-14977,54664,-662.14,10310,75034,-36608,71067,-87832,-74841,-43025,-16859,56548,27184,39316,-19104,-43116,-68689,-1.3776e+05,78523,93033,-1.5032e+05,-83186,1718.2,-19193,19555,-8688.6,17159,-72111,4359.9,-46480,75262,-40407,53862,18120,97215,29652,-66546,1.1929e+05,-5847.3,58595,-9392,1.0309e+05,3044.2,-12023,49969,61938,-17784,16177,14288,-27950,-1.0476e+05,29562,-74196,82683,9.7817e+05,71291,-1.0199e+05,-59215,-450.09,-6491.8,60084,-82575,-20273,-59821,43171,27111,27691,35451,36206,-30184,-10838,31805,4971.6,46092,4459,-1.4243e+05,-56613,-62326,11115,90839,61375,-1.0928e+05,-17247,-19459,37673,-45534,-3773.2,8947.7,76362,-29611,-29245,-39799,-16180,-1.1256e+05,43864,9705.8,-59080,-81879,-7650.9,6811.2,-29089,-19035,3555.3,-20658,-42087,21393,65389,52588,49551,-76870,24004,-80100,59595,-6365.9,39920,-17502,-1.2871e+05,-15105,52464,-14969,-12431,-10596,-14750,-23134,-69849,16271,-10669,1953.4,46191,-49207,50457,6918.4,80112,-90814,-30632,83989,23650,-34720,51671,-81151,19693,-65269,66332,16341,8139.2,59894,-58021,81324,-95885,97606,65652,-73696,-4931.2,-10952,-66856,34767,48822,-19934,-23619,-54444,97169,81341,84810,-93616,6745,-54781,-91252,-43871,-66865,-10663,14969,44609,-14172,40513,-1.019e+05,-86058,195.87,27149,43031,-41616,-3938.7,-93207,14052,70571,65118,-35469,-3201.8,14219,-49893,-22807,49060,22982,-20017,-49641,-4439.9,-18060,-1.1963e+05,24488,-78964,-9878.7,-37647,-1.5551e+05,6512.8,-34654,82810,38163,46661,-55053,-90406,-21686,47467,-19456,19660,-1516.7,843.63,84039,80718,93699,1.0962e+05,8803.1,-1.2022e+05,46725,24350,-78781,10444,34886,41705,-80307,13444,-22503,47506,15307,50664,-5577.2,1171.6,11908,25098,-1731.1,-1.0467e+05,-19581,-15423,55877,54678,-67799,-48005,-43641,41304,-83539,32671,-20540
-76126,83848,1.3634e+05,-58195,30342,15278,37561,11724,59083,1.2038e+05,-23700,-7244.2,5086.6,44952,13007,84480,46433,-34151,27031,23997,61340,-14630,42098,-78497,-42556,-1.0408e+05,-1.0981e+05,-23054,-29591,30966,-22509,-1.2122e+05,-1588.9,17364,-90569,77895,-33564,98703,20837,32782,5518.2,1397.5,1.0544e+05,31446,-1.0332e+05,19957,-56787,1720.3,26762,51135,20430,20259,-1067.6,-25569,-47606,-1.0567e+05,92772,-4640,-64546,-57245,20553,28209,-11153,-4233.5,6861.4,-33814,-7457.8,-54484,15266,69792,67368,-12286,69563,-27415,87039,89.293,-36719,-22414,1.0389e+05,33136,1.56e+05,-35683,37493,-42872,38212,-48436,-45791,1.1664e+05,28013,-1.1361e+05,-49578,-43478,40835,71291,9.2649e+05,-32933,62524,-56029,-1.0946e+05,-1.0915e+05,29193,40161,-1.4672e+05,2289.4,17975,-26121,40806,1.1656e+05,-21294,31649,11479,37944,-14138,-29484,-68176,-62988,-1.2311e+05,20558,-55055,-17416,-14963,55698,79247,11717,-35167,39336,82352,2884.7,-19478,-14176,11350,84853,61832,62891,3676.9,-9252.8,48564,65127,1.1394e+05,-20812,-15051,-28353,37391,-25840,-30499,56793,10446,-9687.4,69834,34522,-96590,75568,-15170,-40254,67714,-16708,34369,-79536,-4154,27539,-4209.8,77030,35284,47628,18042,66083,36599,-37298,-88091,-39218,-4284.4,33056,-46004,7490.4,7399.3,-26739,85859,-47293,-50446,1.071e+05,40887,13085,34898,-70442,9672.1,20922,-1.0166e+05,-20765,-55759,-18648,55007,62707,-1.1138e+05,-14543,53403,-26326,48137,43010,-1.2181e+05,51682,-80588,3145.1,5932.2,-30730,17853,-79339,-28685,16973,30500,-85753,44465,-65545,-6832,-12944,-9793,23103,-76228,-47526,94683,1282.6,45851,35714,42928,12536,-23544,-33168,-5072.9,35399,-93033,-2544,65567,77787,58957,-41999,20101,-12831,-19033,-1.3261e+05,-37705,-23434,-89048,54629,-39076,-21034,-5057,94147,-32785,54572,70898,50579,-23782,13750,1.0429e+05,-22200,-43233,-35531,-32847,47323,-34275,-43009,32520,10239,28365,78386,-5147.6,8080.8,-26598,-38764,-3173.5,-39513,12476,-79380,-17867,9450.8,8951.2,-12903,49661,48023,45534,54104,27079,39418,95693,1.1162e+05,-38473,87614,-47000,-18249,1.0317e+05
1.0155e+05,6778.3,-23224,-1.0631e+05,85145,35321,-4694.4,-18886,-36519,57831,-646.4,-35824,15316,-29376,-82702,88188,-65353,-47536,-22133,73566,-58328,-68343,67779,39063,20014,45.832,-92304,1.272e+05,-31353,60564,71446,49272,71949,-33236,-38358,11939,3291.4,-23194,9140.6,-10921,-68760,-36575,18491,-41468,94332,-23211,58365,-1.5068e+05,34541,46594,5454.3,40911,32787,-26110,14570,-57666,61870,-20325,11361,13971,-17100,8492.3,50931,-63028,-41846,44557,-34561,32034,33347,234.41,-14315,13697,-25095,-14018,-18963,1420.9,-75421,-5741.3,-4803.9,12367,9650.3,27214,-4957.3,-61937,-24563,33473,6895.4,40827,-8440.2,-56612,57005,54079,-15443,-1.0199e+05,-32933,9.3996e+05,9296.6,13669,34924,9053,-73220,-6508.9,29348,35975,27433,-4548.9,34818,-38989,-1.0035e+05,15199,46838,-4717.9,25970,-1.1819e+05,5636.9,30049,-33614,11665,57024,-89751,-63199,-49113,3897.4,-62263,-10384,-4954.7,33327,88771,-51089,15516,27692,1.1051e+05,-30857,-23910,11931,34109,-4119.3,-1.095e+05,-19454,-7349.4,-85206,50104,-40095,-12538,1.0859e+05,59930,39330,18809,-51023,-39961,-42677,-14495,-32401,-5632.5,-1.3729e+05,37255,27977,52029,-16085,6520,46046,-20770,1.0079e+05,-14693,34364,16924,16761,-39767,42379,24149,10118,-489.77,-35909,-7268.1,22071,33100,44296,-1.0079e+05,-34983,11947,2791.3,98702,36715,1.2274e+05,42741,19698,27084,-13244,-90270,-57457,86654,-58111,28420,-33162,54544,-8197.1,-44721,-5179.2,33956,-1.1775e+05,-26477,2.3689e+05,36941,60918,6922.8,-47899,3956.1,86890,-49415,2271.6,37907,270.29,17677,12443,24838,48369,-1808.3,-38338,-738.77,-30819,-34287,3029,4148.5,10943,95282,1.1968e+05,-1.9659e+05,46285,93996,-64309,-33087,-19350,17244,-15326,-31026,96210,-97612,-33118,12565,-1922.6,-71103,-31471,19992,53184,-96185,-62767,-6787.2,56974,-45507,-27109,-1.8914e+05,30990,-11485,-22772,34323,9099.1,31311,-24999,17402,500.99,5795.5,40622,-62471,-76679,-1.0625e+05,48692,-41520,-66996,-45854,51966,7771,35508,24494,92669,-89466,91088,-35743,56260,77679,-227.76,90264,64003,-38996,-14566,-83824,-13709,-3265.7,31647,-39189
84312,-1.2754e+05,37466,18830,-39789,-58662,24370,-83896,41401,86895,-13449,-53518,-38264,-23737,40887,60439,5844.4,20926,-766.95,-1.259e+05,-25148,64862,54886,-26888,-49909,-52138,-10817,-38225,24737,73241,-41895,-5153,-55107,-33973,-2172.4,27166,13954,-4239.3,-1.2741e+05,37638,18122,-15652,19781,43294,-12457,-86121,-44342,-8920.9,36086,4725.9,7773.6,-48847,48998,45525,18617,-63620,-1.1305e+05,1.0074e+05,-47129,-86171,16089,21578,4948.9,83042,3865.2,86941,3992.7,77003,1.1682e+05,75128,66275,74187,-13850,-23134,14990,9871.8,-1.1172e+05,1.3455e+05,59117,-25425,31143,17706,-55561,80313,-20925,-24371,54949,7765.1,-55056,-71671,36770,3163.9,23721,-59215,62524,9296.6,9.6255e+05,-45819,46631,78433,31017,-33558,43085,-1.184e+05,-1.1047e+05,-28029,-20292,-1715.4,81510,-57567,15948,96311,-1.0098e+05,34251,15311,1.3497e+05,-74543,58730,-16832,-65130,-52826,8470.3,-10865,-13782,15015,-8783.4,29208,1.0657e+05,-9255.1,25311,-32381,12456,-12891,-1158.3,12149,1.2472e+05,-13108,19309,-3719.3,26100,41407,44501,-45833,31697,-1.1301e+05,-70795,-615.5,-54394,-31859,86825,-10475,-28940,-47823,-39040,52842,21113,-10903,-34766,17251,-28944,2371.1,58119,27374,-53555,7991,-90907,77483,-4387.1,-1.4924e+05,27482,1.0401e+05,-65566,-6807.1,14158,8928.4,12249,-87116,38512,-30491,-19167,-35843,61121,-49020,-17290,1.5768e+05,53266,-98926,-17033,20243,70461,4954.9,-8764.6,-1.1032e+05,-10412,37100,52974,1.1952e+05,37371,-74192,-19732,-37921,-13343,-6569.7,27837,11549,3910.4,-17110,13661,45578,68942,32386,17758,-53822,90.635,-21985,5183,32255,2019.4,-63072,3282,9827.9,51648,29062,72175,69611,-66835,72695,9614.3,-1777.2,99573,51550,-32867,16587,-7858.8,1.1211e+05,-31635,-12.401,-19704,37777,-73460,-6705,92355,-22988,-15218,63902,24672,90815,-12154,-49956,27598,28099,-20859,-34609,-16265,-20192,21724,-60664,-34425,-31410,-79299,40160,26722,-64449,-18050,-68338,22164,-23650,-28396,-20414,-30766,-37374,-54.754,18877,-14167,30194,-10871,-9291.2,28393,41539,1.1794e+05,51925,1.2951e+05,-11861,-35908,55854,-29216,-15245,14956,23661
-38286,-96345,-38935,-30603,-28221,-69061,1.0965e+05,-11742,97583,-10541,-5085.3,43398,52562,-51786,-57642,-8745.3,59463,-42959,-1406.2,64921,-82007,90565,31297,12686,-85264,1.5357e+05,59512,-1.0007e+05,-58324,42037,-39910,-28784,-69068,34379,-57335,39008,84369,-49204,-1855.6,54242,-44032,34102,-44577,-1.2916e+05,-21091,60453,71216,339.74,-27270,-74391,-22552,-69129,-51043,-23691,5436,6807.8,-16129,35532,-62702,48257,50804,-57993,-41378,-43419,50264,-1612.8,37369,-28318,22924,5252.3,37563,-21032,14463,33327,-69020,52346,-1.709e+05,-1.5139e+05,33406,80345,-71954,-57328,-77326,33224,-1.1913e+05,-24430,-43626,-22835,-7966.9,-24354,44606,25293,53763,-450.09,-56029,13669,-45819,9.1819e+05,36762,43405,-10924,26108,35118,17135,10434,32431,93782,-57047,-38700,79194,89572,-14904,-48518,-309.41,79522,-63638,67152,-80904,18394,-1033,-44086,-71657,24418,23213,57309,18907,-28640,25110,-63691,11720,-64617,-2579.1,57820,-76028,79568,-8878.4,-5589.3,79256,21984,28455,-1.5221e+05,-18810,40690,-29439,46994,15965,-1.312e+05,-55481,-11096,-34651,53495,-6082.1,-11508,42170,-46218,-21656,-87192,10449,18176,3694.3,40739,-24364,-35459,4671.3,35586,-50252,-1.114e+05,-15797,62349,1.0787e+05,-76728,-14290,-3037.4,67459,22507,40160,-49329,-25074,23753,-69809,80480,22434,49951,-31736,29009,33241,37296,27974,-52912,-13218,-88557,-2875.9,-55102,-72671,-39173,-57411,39244,-181.3,5145.9,-25724,55238,1197.3,-2669.5,68624,81798,-71776,1.169e+05,1.2523e+05,-95785,14399,-76772,14177,618.36,-30355,-33690,14485,-18323,18855,9556.4,53973,-36293,62551,-20616,46666,89022,-95487,-84699,-1.1224e+05,17283,-75619,-24861,8341.5,1.0153e+05,72899,39477,-33938,-26325,381.91,-12734,-34718,-44040,21298,-47735,1.0012e+05,25616,-42975,-21578,-99320,42703,-17829,46843,41551,1122.6,-70158,52787,-36698,-39076,60380,36783,29293,-1977,22247,78217,30625,96576,-34255,5239.9,-13291,2265.7,14153,10482,-61218,-10274,73154,-43326,19859,1441.5,-97944,38697,-33096,12127,-97958,-36634,60954,75092,67497,98971,14207,-35964
